ec,rn,url,ko_list,num_ecs,num_kos,rule,notes
1.5.1.34,R07354,https://www.genome.jp/entry/R07354,"K00357,K10679",1,2,"K00357,K10679",Reviewed by JG
1.5.1.34,R07355,https://www.genome.jp/entry/R07355,"K00357,K10679",1,2,"K00357,K10679",Reviewed by JG
1.5.1.36,R09662,https://www.genome.jp/entry/R09662,"K00484,K21297,K22393,K22394,K23462,K23470",1,6,"K00484,K05368,K13562,K14631,K19286,K20146,K22393,K23470",Reviewed by JG; copied R05705
1.5.98.3,R11874,https://www.genome.jp/entry/R11874,"K22158,K22159,K22160,K22161,K22162,K22163,K22164,K22165,K22166,K22167,K22168,K22169,K22170",1,13,K22158+K22159+K22160+K22161+K22162+K22163+K22164+K22165+K22166+K22167+K22168+K22169+K22170,Reviewed by JG
1.6.2.4,R00106,https://www.genome.jp/entry/R00106,"K00327,K14338",1,2,"K00327,K14338",Reviewed by JG
1.6.2.4,R05102,https://www.genome.jp/entry/R05102,"K00327,K14338",1,2,"K00327,K14338",Reviewed by JG
1.6.2.4,R08539,https://www.genome.jp/entry/R08539,"K00327,K14338",1,2,"K00327,K14338",Reviewed by JG
1.6.2.4,R08551,https://www.genome.jp/entry/R08551,"K00327,K14338",1,2,"K00327,K14338",Reviewed by JG
1.6.3.1;1.6.3.3,R07171,https://www.genome.jp/entry/R07171,"K13411,K17870",2,2,"K13411,K17870",Reviewed by JG
1.6.3.2;1.6.3.4,R10517,https://www.genome.jp/entry/R10517,"K17869,K22405",2,2,"K17869,K22405",Reviewed by JG
1.6.5.10;1.6.5.2,R07359,https://www.genome.jp/entry/R07359,"K03923,K00355,K03809,K19267,K23842",2,5,"K03923,K00355,K03809,K19267,K23842",Reviewed by JG
1.6.5.2;1.6.5.9,R07358,https://www.genome.jp/entry/R07358,"K00355,K03809,K19267,K23842,K17871,K23948",2,6,"K00355,K03809,K19267,K23842,K17871,K23948",Reviewed by JG
1.6.5.5,R02364,https://www.genome.jp/entry/R02364,"K00344,K00359",1,2,"K00344,K00359",Reviewed by JG
1.6.5.9,R02163,https://www.genome.jp/entry/R02163,"K17871,K23948",1,2,"K17871,K23948",Reviewed by JG
1.7.2.1,R00280,https://www.genome.jp/entry/R00280,"K00368,K15864",1,2,"K00368,K15864",Reviewed by JG
1.7.2.1,R00784,https://www.genome.jp/entry/R00784,"K00368,K15864",1,2,"K00368,K15864",Reviewed by JG
1.7.2.1;7.1.1.9,R00082,https://www.genome.jp/entry/R00082,"K00368,K15864,K00404,K02256,K02274,K02275,K02276,K02277,K15408,K15862",2,10,"K00404,K02256,K02274+K02275+K02276+K02277,K15408+K15862",Reviewed by SM with Ecode mapping identifying E5038 as the 
1.7.99.1,R00284,https://www.genome.jp/entry/R00284,"K05601,K15864",1,2,"K05601,K15864",Reviewed by JG
1.8.1.10;1.8.1.9,R00900,https://www.genome.jp/entry/R00900,"K00384,K22182",2,2,"K00384,K22182",Reviewed by JG
1.8.1.19,R10512,https://www.genome.jp/entry/R10512,"K20202,K20203",1,2,K20202+K20203,Reviewed by JG
1.8.1.8,R03913,https://www.genome.jp/entry/R03913,"K03672,K17609",1,2,"K03672,K17609",Reviewed by JG
1.8.1.8,R03914,https://www.genome.jp/entry/R03914,"K03672,K17609",1,2,"K03672,K17609",Reviewed by JG
1.8.3.2,R00057,https://www.genome.jp/entry/R00057,"K10758,K17783,K17891",1,3,"K10758,K17783,K17891",Reviewed by JG
1.8.4.11,R04120,https://www.genome.jp/entry/R04120,"K07304,K12267",1,2,"K07304,K12267",Reviewed by JG
1.8.4.11;1.8.4.13,R07606,https://www.genome.jp/entry/R07606,"K07304,K12267",2,2,"K07304,K12267",Reviewed by JG
1.8.4.12,R07607,https://www.genome.jp/entry/R07607,"K07305,K12267",1,2,"K07305,K12267",Reviewed by JG
1.97.1.1,R03575,https://www.genome.jp/entry/R03575,"K17050,K17051,K17052",1,3,K17050+K17051+K17052,Reviewed by JG
2.1.1.107,R03950,https://www.genome.jp/entry/R03950,"K00589,K02302,K02303,K02496,K13542,K13543",1,6,"K00589,K02302,K02303,K02496,K13542,K13543",Reviewed by JG
2.1.1.107,R07237,https://www.genome.jp/entry/R07237,"K00589,K02302,K02303,K02496,K13542,K13543",1,6,"K00589,K02302,K02303,K02496,K13542,K13543",Reviewed by JG
2.1.1.107,R07238,https://www.genome.jp/entry/R07238,"K00589,K02302,K02303,K02496,K13542,K13543",1,6,"K00589,K02302,K02303,K02496,K13542,K13543",Reviewed by JG
2.1.1.156;2.1.1.157;2.1.1.162,R07243,https://www.genome.jp/entry/R07243,"K18896,K24071,K18897",3,3,"K18896,K24071,K18897",Reviewed by JG
2.1.1.169;2.1.1.175,R09612,https://www.genome.jp/entry/R09612,"K22439,K18883",2,2,"K22439,K18883",Reviewed by JG
2.1.1.169;2.1.1.175,R09613,https://www.genome.jp/entry/R09613,"K22439,K18883",2,2,"K22439,K18883",Reviewed by JG
2.1.1.202;2.1.1.203;2.1.1.204,R00595,https://www.genome.jp/entry/R00595,"K15334,K15335,K15336",3,3,"K15334,K15335,K15336",Reviewed by JG
2.1.1.245,R10385,https://www.genome.jp/entry/R10385,"K00194,K00197",1,2,K00194+K00197,Reviewed by JG
2.1.1.273,R10447,https://www.genome.jp/entry/R10447,"K21482,K21484",1,2,"K21482,K21484",Reviewed by JG
2.1.1.274,R10448,https://www.genome.jp/entry/R10448,"K21483,K21484",1,2,"K21483,K21484",Reviewed by JG
2.1.1.286;2.1.1.287,R10497,https://www.genome.jp/entry/R10497,"K18849,K14850",2,2,"K18849,K14850",Reviewed by JG
2.1.1.34,R02917,https://www.genome.jp/entry/R02917,"K00556,K15333",1,2,"K00556,K15333",Reviewed by JG
2.1.1.35,R00594,https://www.genome.jp/entry/R00594,"K00557,K15331",1,2,"K00557,K15331",Reviewed by JG
2.1.1.37,R00380,https://www.genome.jp/entry/R00380,"K00558,K17398,K17399",1,3,K00558+K17398+K17399,Reviewed by JG
2.1.1.44,R10523,https://www.genome.jp/entry/R10523,"K18911,K20246",1,2,"K18911,K20246",Reviewed by JG
2.1.1.44,R10524,https://www.genome.jp/entry/R10524,"K18911,K20246",1,2,"K18911,K20246",Reviewed by JG
2.1.1.44,R04436,https://www.genome.jp/entry/R04436,"K18911,K20246",1,2,"K18911,K20246",Reviewed by JG
2.1.1.63,R04314,https://www.genome.jp/entry/R04314,"K00567,K10778,K13531",1,3,"K00567,K10778,K13531",Reviewed by JG
2.1.1.72,R02961,https://www.genome.jp/entry/R02961,"K00571,K03427,K06223,K07316,K07317,K07318,K07319,K13581,K24174",1,9,"K00571,K03427,K06223,K07316,K07317,K07318,K07319,K13581,K24174",Reviewed by JG
2.1.1.80,R02623,https://www.genome.jp/entry/R02623,"K00575,K13924",1,2,"K00575,K13924",Reviewed by LML
2.1.1.85,R02627,https://www.genome.jp/entry/R02627,"K18803,K19199",1,2,"K18803,K19199",Reviewed by LML
2.1.3.10,R08936,https://www.genome.jp/entry/R08936,"K20510,K20511",1,2,K20510+K20511,Reviewed by LML
2.2.1.1;2.2.1.3,R06861,https://www.genome.jp/entry/R06861,"K00615,K17100",2,2,"K00615,K17100",Reviewed by JG
2.2.1.2,R08575,https://www.genome.jp/entry/R08575,"K00616,K13810",1,2,"K00616,K13810",Reviewed by JG
2.3.1.13,R00395,https://www.genome.jp/entry/R00395,"K00628,K22749",1,2,"K00628,K22749",Reviewed by LML
2.3.1.15,R02617,https://www.genome.jp/entry/R02617,"K00629,K00630,K00631,K13506,K13507,K13508",1,6,"K00629,K00630,K00631,K13506,K13507,K13508",Reviewed by JG
2.3.1.20,R02694,https://www.genome.jp/entry/R02694,"K00635,K11155,K11160,K14456,K15406,K18851,K22848,K22849",1,8,"K00635,K11155,K11160,K14456,K15406,K18851,K22848,K22849",Reviewed by JG
2.3.1.22,R01368,https://www.genome.jp/entry/R01368,"K14456,K14457,K14458",1,3,"K14456,K14457,K14458",Reviewed by LML
2.3.1.22,R03838,https://www.genome.jp/entry/R03838,"K14456,K14457,K14458",1,3,"K14456,K14457,K14458",Reviewed by LML
2.3.1.225,R10484,https://www.genome.jp/entry/R10484,"K16675,K18932,K20003,K20027,K20028,K20029,K20030,K20031,K20032",1,9,"K16675,K18932,K20003,K20027,K20028,K20029,K20030,K20031,K20032",Reviewed by LML
2.3.1.263,R00399,https://www.genome.jp/entry/R00399,"K21399,K21400",1,2,K21399+K21400,Reviewed by LML
2.3.1.266;2.3.1.267,R04316,https://www.genome.jp/entry/R04316,"K03789,K03790",2,2,"K03789,K03790",Reviewed by JG
2.3.1.28,R03065,https://www.genome.jp/entry/R03065,"K00638,K19271",1,2,"K00638,K19271",Reviewed by LML
2.3.1.281,R12337,https://www.genome.jp/entry/R12337,"K23365,K23366,K23367",1,3,K23365+K23366+K23367,Reviewed by LML
2.3.1.289,R12467,https://www.genome.jp/entry/R12467,"K23744,K23745,K23746",1,3,K23744+K23745+K23746,Reviewed by LML
2.3.1.290,R12468,https://www.genome.jp/entry/R12468,"K23747,K23748,K23749",1,3,K23747+K23748+K23749,Reviewed by LML
2.3.1.48,R03552,https://www.genome.jp/entry/R03552,"K00653,K02223,K03125,K04498,K06062,K07739,K09101,K11256,K11303,K11304,K11305,K11306,K11307,K11308,K11310,K11378,K11401,K15719,K22767,K22768,K23358,K24317",1,22,"K00653,K02223,K03125,K04498,K06062,K07739,K09101,K11256,K11303,K11304,K11305,K11306,K11307,K11308,K11310,K11378,K11401,K15719,K22767,K22768,K23358,K24317",Reviewed by LML
2.3.1.51,R02760,https://www.genome.jp/entry/R02760,"K00655,K13509,K13513,K13517,K13519,K13523,K13699,K14674,K15781,K19007,K22831",1,11,"K00655,K13509,K13513,K13517,K13519,K13523,K13699,K14674,K15781,K19007,K22831",Reviewed by JG
2.3.1.57,R03910,https://www.genome.jp/entry/R03910,"K00657,K22441",1,2,"K00657,K22441",Reviewed by JG
2.3.1.60;2.3.1.81,R03767,https://www.genome.jp/entry/R03767,"K03395,K00662,K19275,K19276,K19277",2,5,"K03395,K00662,K19275,K19276,K19277",Reviewed by JG
2.3.1.81,R04348,https://www.genome.jp/entry/R04348,"K00662,K19275,K19276,K19277",1,4,"K00662,K19275,K19276,K19277",Reviewed by JG
2.3.1.82,R01889,https://www.genome.jp/entry/R01889,"K00663,K18815,K18816,K19278,K19301,K19883",1,6,"K00663,K18815,K18816,K19278,K19301,K19883",Reviewed by LML
2.3.1.87,R03760,https://www.genome.jp/entry/R03760,"K00669,K22450",1,2,"K00669,K22450",Reviewed by JG
2.3.2.13,R03983,https://www.genome.jp/entry/R03983,"K00686,K03917,K05619,K05620,K05621,K05622,K05623,K05624,K05625,K22452",1,10,"K00686,K03917,K05619,K05620,K05621,K05622,K05623,K05624,K05625,K22452",Reviewed by LML
2.3.2.2,R04159,https://www.genome.jp/entry/R04159,"K00681,K18592",1,2,"K00681,K18592",Reviewed by JG
2.3.2.5,R04058,https://www.genome.jp/entry/R04058,"K00683,K22757",1,2,"K00683,K22757",Reviewed by LML
2.4.1.1,R01821,https://www.genome.jp/entry/R01821,"K00688,K16153",1,2,"K00688,K16153",Reviewed by JG
2.4.1.1,R06050,https://www.genome.jp/entry/R06050,"K00688,K16153",1,2,"K00688,K16153",Reviewed by JG
2.4.1.1,R06185,https://www.genome.jp/entry/R06185,"K00688,K16153",1,2,"K00688,K16153",Reviewed by JG
2.4.1.11,R06051,https://www.genome.jp/entry/R06051,"K00693,K16150,K16153",1,3,"K00693,K16150,K16153",Reviewed by JG
2.4.1.12,R06023,https://www.genome.jp/entry/R06023,"K00694,K10999",1,2,"K00694,K10999",Reviewed by JG
2.4.1.122,R10436,https://www.genome.jp/entry/R10436,"K00731,K21366",1,2,"K00731,K21366",Reviewed by JG
2.4.1.129,R06178,https://www.genome.jp/entry/R06178,"K03814,K04478,K05365,K05366,K05367,K12551,K12555,K18770,K21464",1,9,"K03814,K04478,K12551",Reviewed by JG; removed penicillin-binding protein KOs because could not confidently map
2.4.1.129,R06179,https://www.genome.jp/entry/R06179,"K03814,K04478,K05365,K05366,K05367,K12551,K12555,K18770,K21464",1,9,"K03814,K04478,K12551",Reviewed by JG; removed penicillin-binding protein KOs because could not confidently map
2.4.1.135,R04607,https://www.genome.jp/entry/R04607,"K00735,K10157,K10158,K10812,K23840",1,5,"K00735,K10157,K10158,K10812,K23840",Reviewed by JG; appears to be paralogs
2.4.1.141,R04494,https://www.genome.jp/entry/R04494,"K07432,K07441",1,2,"K07432,K07441",Reviewed by JG
2.4.1.145,R04662,https://www.genome.jp/entry/R04662,"K00738,K13748",1,2,"K00738,K13748",Reviewed by LML
2.4.1.149,R02789,https://www.genome.jp/entry/R02789,"K00741,K07970,K07971",1,3,"K00741,K07970,K07971",Reviewed by JG
2.4.1.15,R00836,https://www.genome.jp/entry/R00836,"K00697,K16055",1,2,"K00697,K16055",Reviewed by JG
2.4.1.15,R06043,https://www.genome.jp/entry/R06043,"K00697,K16055",1,2,"K00697,K16055",Reviewed by JG
2.4.1.15,R06226,https://www.genome.jp/entry/R06226,"K00697,K16055",1,2,"K00697,K16055",Reviewed by JG
2.4.1.152,R03519,https://www.genome.jp/entry/R03519,"K03663,K20151",1,2,"K03663,K20151",Reviewed by JG
2.4.1.18,R06186,https://www.genome.jp/entry/R06186,"K00700,K16149",1,2,"K00700,K16149",Reviewed by JG
2.4.1.223,R07397,https://www.genome.jp/entry/R07397,"K02369,K02370",1,2,"K02369,K02370",Reviewed by JG; paralogs from GeneCards
2.4.1.224,R07334,https://www.genome.jp/entry/R07334,"K02366,K02367,K02368,K02370",1,4,"K02366,K02367,K02368,K02370",Reviewed by JG; paralogs from GeneCards
2.4.1.225,R07335,https://www.genome.jp/entry/R07335,"K02366,K02367",1,2,"K02366,K02367",Reviewed by JG; paralogs from GeneCards
2.4.1.232,R06986,https://www.genome.jp/entry/R06986,"K05528,K05529",1,2,"K05528,K05529",Reviewed by JG
2.4.1.242,R07261,https://www.genome.jp/entry/R07261,"K13679,K20812",1,2,"K13679,K20812",Reviewed by JG
2.4.1.25,R06069,https://www.genome.jp/entry/R06069,"K00705,K01196,K22451",1,3,"K00705,K01196,K22451",Reviewed by JG
2.4.1.255,R09677,https://www.genome.jp/entry/R09677,"K09667,K18134",1,2,"K09667,K18134",Reviewed by JG
2.4.1.315,R10807,https://www.genome.jp/entry/R10807,"K03429,K19004",1,2,"K03429,K19004",Reviewed by JG
2.4.1.33,R03129,https://www.genome.jp/entry/R03129,"K19290,K19291",1,2,"K19290,K19291",Reviewed by JG
2.4.1.366;2.4.1.367,R12387,https://www.genome.jp/entry/R12387,"K23523,K23524",2,2,"K23523,K23524",Reviewed by JG
2.4.1.371,R12525,https://www.genome.jp/entry/R12525,"K12993,K24658",1,2,"K12993,K24658",Reviewed by LML
2.4.1.371,R12526,https://www.genome.jp/entry/R12526,"K12993,K24658",1,2,"K12993,K24658",Reviewed by LML
2.4.1.38,R04495,https://www.genome.jp/entry/R04495,"K07966,K07967,K07968",1,3,"K07966,K07967,K07968",Reviewed by JG; paralogs confirmed from GeneCards
2.4.1.62,R04631,https://www.genome.jp/entry/R04631,"K00715,K02175",1,2,"K00715,K02175",Reviewed by JG
2.4.1.62,R05110,https://www.genome.jp/entry/R05110,"K00715,K02175",1,2,"K00715,K02175",Reviewed by JG
2.4.1.62,R05111,https://www.genome.jp/entry/R05111,"K00715,K02175",1,2,"K00715,K02175",Reviewed by JG
2.4.1.65,R04553,https://www.genome.jp/entry/R04553,"K00716,K07633,K07634,K14412,K20151",1,5,"K00716,K07633,K07634,K14412,K20151",Reviewed by JG; paralogs confirmed from GeneCards
2.4.1.69,R04081,https://www.genome.jp/entry/R04081,"K00718,K12245",1,2,"K00718,K12245",Reviewed by JG
2.4.1.86,R04610,https://www.genome.jp/entry/R04610,"K07819,K07820",1,2,"K07819,K07820",Reviewed by JG
2.4.1.86,R11714,https://www.genome.jp/entry/R11714,"K07819,K07820",1,2,"K07819,K07820",Reviewed by JG
2.4.1.87,R04531,https://www.genome.jp/entry/R04531,"K00743,K20736",1,2,"K00743,K20736",Reviewed by JG
2.4.1.87,R02791,https://www.genome.jp/entry/R02791,"K00743,K20736",1,2,"K00743,K20736",Reviewed by JG
2.4.1.90,R06055,https://www.genome.jp/entry/R06055,"K07966,K07967,K07968,K07969",1,4,"K07966,K07967,K07968,K07969",Reviewed by LML
2.4.1.90,R01205,https://www.genome.jp/entry/R01205,"K07966,K07967,K07968,K07969",1,4,"K07966,K07967,K07968,K07969",Reviewed by LML
2.4.2.2,R02298,https://www.genome.jp/entry/R02298,"K00756,K09913",1,2,"K00756,K09913",Reviewed by JG
2.4.2.30,R04176,https://www.genome.jp/entry/R04176,"K00774,K10798,K10799,K15258,K15259,K15260,K15261,K24070",1,8,"K00774,K10798,K10799,K15258,K15259,K15260,K15261,K24070",Reviewed by LML
2.4.2.31,R00555,https://www.genome.jp/entry/R00555,"K00775,K06716,K06717,K19977,K19980",1,5,"K00775,K06716,K06717,K19977,K19980",Reviewed by LML
2.4.2.36,R04074,https://www.genome.jp/entry/R04074,"K00776,K10928",1,2,"K00776,K10928",Reviewed by LML
2.4.99.1,R03489,https://www.genome.jp/entry/R03489,"K00778,K00779,K12248",1,3,"K00778,K00779,K12248",Reviewed by JG
2.4.99.1,R04532,https://www.genome.jp/entry/R04532,"K00778,K00779,K12248",1,3,"K00778,K00779,K12248",Reviewed by JG
2.4.99.1,R05580,https://www.genome.jp/entry/R05580,"K00778,K00779,K12248",1,3,"K00778,K00779,K12248",Reviewed by JG
2.4.99.1,R05905,https://www.genome.jp/entry/R05905,"K00778,K00779,K12248",1,3,"K00778,K00779,K12248",Reviewed by JG
2.4.99.1,R05906,https://www.genome.jp/entry/R05906,"K00778,K00779,K12248",1,3,"K00778,K00779,K12248",Reviewed by JG
2.4.99.1,R06121,https://www.genome.jp/entry/R06121,"K00778,K00779,K12248",1,3,"K00778,K00779,K12248",Reviewed by JG
2.4.99.2;2.4.99.4,R04648,https://www.genome.jp/entry/R04648,"K00780,K03368,K03494",2,3,"K00780,K03368,K03494",Reviewed by JG
2.4.99.3,R06273,https://www.genome.jp/entry/R06273,"K03479,K06616",1,2,"K03479,K06616",Reviewed by JG
2.4.99.4,R04590,https://www.genome.jp/entry/R04590,"K00780,K03368,K03494",1,3,"K00780,K03368,K03494",Reviewed by JG
2.4.99.4,R05116,https://www.genome.jp/entry/R05116,"K00780,K03368,K03494",1,3,"K00780,K03368,K03494",Reviewed by JG
2.4.99.6,R04656,https://www.genome.jp/entry/R04656,"K00781,K00785,K03792",1,3,"K00781,K00785,K03792",Reviewed by JG
2.4.99.6,R04596,https://www.genome.jp/entry/R04596,"K00781,K00785,K03792",1,3,"K00781,K00785,K03792",Reviewed by JG
2.5.1.132,R11439,https://www.genome.jp/entry/R11439,"K05304,K21279",1,2,"K05304,K21279",Reviewed by LML
2.5.1.142;2.5.1.28;2.5.1.92,R01659,https://www.genome.jp/entry/R01659,"K22423,K18114,K15887",3,3,"K22423,K18114,K15887",Reviewed by JG
2.5.1.142;2.5.1.92,R12638,https://www.genome.jp/entry/R12638,"K22423,K15887",2,2,"K22423,K15887",Reviewed by JG
2.5.1.17,R12183,https://www.genome.jp/entry/R12183,"K00798,K04032,K19221",1,3,"K00798,K04032,K19221",Reviewed by JG
2.5.1.18,R08511,https://www.genome.jp/entry/R08511,"K00799,K04097,K13299,K21253,K21264,K21265,K21888,K23790",1,8,"K00799,K04097,K13299,K21253,K21264,K21265,K21888,K23790",annotated by HBS
2.5.1.18,R08512,https://www.genome.jp/entry/R08512,"K00799,K04097,K13299,K21253,K21264,K21265,K21888,K23790",1,8,"K00799,K04097,K13299,K21253,K21264,K21265,K21888,K23790",annotated by HBS
2.5.1.25,R03019,https://www.genome.jp/entry/R03019,"K05812,K25070",1,2,"K05812,K25070",Reviewed by LML
2.5.1.3,R11312,https://www.genome.jp/entry/R11312,"K00788,K14153,K14154,K21219,K21220",1,5,"K00788,K14153,K14154,K21219,K21220",annotated by HBS
2.5.1.32,R07916,https://www.genome.jp/entry/R07916,"K02291,K17841",1,2,"K02291,K17841",Reviewed by JG
2.5.1.44;2.5.1.45,R01919,https://www.genome.jp/entry/R01919,"K00808,K21300",2,2,"K00808,K21300",annotated by HBS
2.6.1.1;2.6.1.3,R00895,https://www.genome.jp/entry/R00895,"K00811,K00812,K00813,K11358,K14454,K14455,K15849",2,7,"K00811,K00812,K00813,K11358,K14454,K14455,K15849",annotated by HBS
2.6.1.33,R02772,https://www.genome.jp/entry/R02772,"K13308,K20428,K20429,K21328",1,4,"K13308,K20428,K20429,K21328","Reviewed by JG; unkown transaminase should be included, consider removing"
2.6.1.57,R03120,https://www.genome.jp/entry/R03120,"K00832,K00838",1,2,"K00832,K00838",annotated by HBS
2.6.1.7,R12688,https://www.genome.jp/entry/R12688,"K00816,K00825,K14264",1,3,"K00816,K00825,K14264","Reviewed by JG; multistep reaction, second step is spontaneous"
2.7.1.11,R01843,https://www.genome.jp/entry/R01843,"K00850,K16370,K21071,K24182",1,4,"K00850,K16370,K21071,K24182",annotated by HBS
2.7.1.11,R00770,https://www.genome.jp/entry/R00770,"K00850,K16370,K21071,K24182",1,4,"K00850,K16370,K21071,K24182",annotated by HBS
2.7.1.11,R00767,https://www.genome.jp/entry/R00767,"K00850,K16370,K21071,K24182",1,4,"K00850,K16370,K21071,K24182",annotated by HBS
2.7.1.11,R00769,https://www.genome.jp/entry/R00769,"K00850,K16370,K21071,K24182",1,4,"K00850,K16370,K21071,K24182",annotated by HBS
2.7.1.157;2.7.1.162,R08967,https://www.genome.jp/entry/R08967,"K18674,K13059",2,2,"K18674,K13059",annotated by HBS
2.7.1.207,R06237,https://www.genome.jp/entry/R06237,"K02786,K02788",1,2,"K02786,K02788",same as R04393 which should already be in our mapping; annotated by HBS
2.7.1.208,R06236,https://www.genome.jp/entry/R06236,"K02750,K02791,K20108",1,3,"K02750,K02791,K20108",same as another rxn which should already be in our mapping; annotated by HBS
2.7.1.40,R00572,https://www.genome.jp/entry/R00572,"K00873,K12406",1,2,"K00873,K12406",annotated by HBS
2.7.1.40,R00659,https://www.genome.jp/entry/R00659,"K00873,K12406",1,2,"K00873,K12406",annotated by HBS
2.7.1.40,R00724,https://www.genome.jp/entry/R00724,"K00873,K12406",1,2,"K00873,K12406",annotated by HBS
2.7.1.60,R02650,https://www.genome.jp/entry/R02650,"K00885,K12409,K13967",1,3,"K00885,K12409,K13967",annotated by HBS
2.7.1.74,R02321,https://www.genome.jp/entry/R02321,"K00893,K15519",1,2,"K00893,K15519",annotated by HBS
2.7.1.78,R03840,https://www.genome.jp/entry/R03840,"K08073,K14399",1,2,"K08073,K14399",Reviewed by LML
2.7.1.95,R01888,https://www.genome.jp/entry/R01888,"K00897,K19272,K19274,K19299,K19300,K19315,K19543",1,7,"K00897,K19272,K19274,K19299,K19300,K19315,K19543",annotated by HBS
2.7.10.1;2.7.10.2;2.7.12.1;2.7.12.2,R02584,https://www.genome.jp/entry/R02584,"K03176,K04360,K04361,K04362,K04363,K04527,K05083,K05084,K05085,K05086,K05087,K05088,K05089,K05090,K05091,K05092,K05093,K05094,K05095,K05096,K05097,K05098,K05099,K05100,K05101,K05102,K05103,K05104,K05105,K05106,K05107,K05108,K05109,K05110,K05111,K05112,K05113,K05114,K05115,K05116,K05117,K05118,K05119,K05120,K05121,K05122,K05123,K05124,K05125,K05126,K05127,K05128,K05129,K08252,K08897,K08898,K08899,K12378,K13415,K13416,K13417,K13418,K17480,K00903,K04447,K05703,K05704,K05705,K05725,K05728,K05854,K05855,K05856,K05871,K06619,K07360,K07363,K07364,K07370,K07527,K08016,K08253,K08885,K08886,K08887,K08888,K08889,K08890,K08891,K08892,K08893,K08894,K08895,K08896,K11217,K11218,K11219,K17510,K17511,K17512,K17537,K17538,K17548,K23453,K08287,K08823,K08825,K08841,K08842,K08866,K16288,K18669,K18670,K23561,K04368,K04369,K04430,K04431,K04432,K04433,K04463,K08294,K08865,K11226,K11227,K13413,K19763,K20602,K20603,K20604,K20607",4,131,NA,"protein tyrosin kinases, consider removing"
